FundingOrgName,Department,Title,StartDate,EndDate,Status,GTRProjectUrl,FundingAmount
MRC,Experimental Psychology,Investigating How Social Networks Adapt To Mobile Societies - Combining Egocentric &amp; Complete Network Analyses,01/10/2016,31/12/2020,Active,https://gtr.ukri.org:443/projects?ref=1796997,0.0
MRC,Dept of Surgery and Cancer,Management of chronic hepatitis B in Africa: is a one-stop assessment of liver disease enough? The MATCH-B study,01/08/2018,31/12/2020,Active,https://gtr.ukri.org:443/projects?ref=MR/R011117/1,882166.0
BBSRC,Institute of Infection and Global Health,United States - UK Partnership: antimicrobial drug resistance in a changing agricultural world,11/07/2016,31/12/2020,Active,https://gtr.ukri.org:443/projects?ref=BB/N022513/1,50708.0
NERC,Earth Atmospheric and Env Sciences,CLouds and Aerosol Radiative Impacts and Forcing: Year 2016 (CLARIFY-2016),01/01/2016,31/12/2020,Active,https://gtr.ukri.org:443/projects?ref=NE/L013584/1,605765.0
ESRC,Education,Family background and educational attainment: An investigation into the mediating role of school absenteeism,01/09/2018,31/12/2020,Active,https://gtr.ukri.org:443/projects?ref=ES/R004943/1,161241.0
EPSRC,Fac of Engineering and Environment,Numerical Investigation of Aero-elasticity in Modern Low-Pressure Turbines,01/05/2018,31/12/2020,Active,https://gtr.ukri.org:443/projects?ref=EP/R010633/1,100880.0
NERC,Biosciences,Trans-generational costs of reproduction and the evolution of life histories,01/01/2017,31/12/2020,Active,https://gtr.ukri.org:443/projects?ref=NE/N011171/1,621822.0
ESRC,Ctr for Res on Higher Education & Dev,Inclusive higher education learning outcomes for rural and township youth: developing a multi-dimensional capabilities-based higher education index,01/09/2016,31/12/2020,Active,https://gtr.ukri.org:443/projects?ref=ES/N010094/1,670903.0
EPSRC,Research Office,NPIF EPSRC CDT 2018 equipment funding Imperial College London,01/01/2020,31/12/2020,Active,https://gtr.ukri.org:443/projects?ref=EP/V518359/1,80000.0
MRC,Inst of Metabolism & Systems Research,Characterising the feedback control mechanisms of the glucocorticoid receptor within the adrenal steroidogenic regulatory network,01/10/2019,31/12/2020,Active,https://gtr.ukri.org:443/projects?ref=MR/P014747/2,184508.0
MRC,"College of Medical, Veterinary &Life Sci",Development of a fully Bayesian framework for the identification and estimation of subgroup effects in Randomised Controlled Trials,01/04/2017,31/12/2020,Active,https://gtr.ukri.org:443/projects?ref=MR/N015630/1,462106.0
STFC,"Faculty of Sci, Tech, Eng & Maths (STEM)",ARIEL SCIENCE ADVISORY TEAM UK ACTIVITIES,01/06/2019,31/12/2020,Active,https://gtr.ukri.org:443/projects?ref=ST/T00178X/1,91018.0
NERC,Environmental Change Institute SoGE,"MaRIUS: Managing the Risks, Impacts and Uncertainties of droughts and water Scarcity",01/04/2014,31/12/2020,Active,https://gtr.ukri.org:443/projects?ref=NE/L010364/1,2609300.0
BBSRC,Institute of Translational Medicine,The nuclear connection to 3D cell polarity and migration,01/10/2016,31/12/2020,Active,https://gtr.ukri.org:443/projects?ref=1797330,0.0
EPSRC,Faculty of Science and Engineering,Low-cost modular solar power system using Total Internal Photonic Absorption (TIPA),01/07/2019,31/12/2020,Active,https://gtr.ukri.org:443/projects?ref=EP/T00584X/1,99420.0
AHRC,Archaeology,The Evolution of Audley End: What does Audley End's archaeological archive elucidate about the transitions and continuities in lived experience betwe,01/10/2017,31/12/2020,Active,https://gtr.ukri.org:443/projects?ref=1941137,0.0
EPSRC,Computer Science,Discovery: Pattern Discovery and Program Shaping for Manycore Systems,01/07/2017,31/12/2020,Active,https://gtr.ukri.org:443/projects?ref=EP/P020631/1,366058.0
MRC,Psychological Medicine,MICA:Translational validation of 5HT7 antagonists for the treatment of cognitive impairment in bipolar disorder: a proof of concept neuroimaging study,01/01/2018,31/12/2020,Active,https://gtr.ukri.org:443/projects?ref=MR/R005885/1,365678.0
EPSRC,School of Engineering,Surface functionalisation of TiO2 nanoparticle using organic molecules - Development of versatile colloidal formulations and large scale fabrication,01/01/2017,31/12/2020,Active,https://gtr.ukri.org:443/projects?ref=1879615,0.0
EPSRC,Biochemistry,Metabolomics applications to in-cell NMR based processes for monitoring the uptake of drugs and biologics,01/10/2016,31/12/2020,Active,https://gtr.ukri.org:443/projects?ref=1789837,0.0
MRC,Psychological Medicine,The Biological and Physiological Pathways from Maternal Psychopathology in the Perinatal Period to Childhood Maltreatment,01/10/2016,31/12/2020,Active,https://gtr.ukri.org:443/projects?ref=1856378,0.0
NERC,Meteorology,Air-sea exchanges at the ocean mesoscale: a driver of the ocean circulation?,01/10/2016,31/12/2020,Active,https://gtr.ukri.org:443/projects?ref=1790162,0.0
EPSRC,Computer Science,Optimising Constraint Model Selection through Monte Carlo Tree Search and Machine Learning,27/09/2016,31/12/2020,Active,https://gtr.ukri.org:443/projects?ref=1796036,0.0
ESRC,Linguistics Philology and Phonetics,Arabic Word Formation: Theoretical and Psycholinguistic Approaches,01/10/2018,31/12/2020,Active,https://gtr.ukri.org:443/projects?ref=2095626,0.0
NERC,Animal and Plant Sciences,Routes to speciation in Littorina,01/12/2016,31/12/2020,Active,https://gtr.ukri.org:443/projects?ref=NE/P001610/1,544669.0
NERC,Earth Sciences,The Feedback Between Volatiles and Mantle Dynamics,01/01/2017,31/12/2020,Active,https://gtr.ukri.org:443/projects?ref=NE/M000281/1,273265.0
AHRC,"Sch of Arts, English and Languages",Priority Area Leadership Fellowship in Modern Languages,10/01/2017,31/12/2020,Active,https://gtr.ukri.org:443/projects?ref=AH/P014313/1,1115397.0
STFC,Oxford Physics,UK Participation in the Pre-production phase of the Cherenkov Telescope Array 2020 Bridging funding,01/01/2020,31/12/2020,Active,https://gtr.ukri.org:443/projects?ref=ST/V001477/1,115765.0
EPSRC,WMG,Real-time In-line Microstructural Engineering (RIME),01/07/2017,31/12/2020,Active,https://gtr.ukri.org:443/projects?ref=EP/P027210/1,493727.0
MRC,Research,ToQuit: Development and preliminary evaluation of a technology assisted tobacco cessation intervention in India,01/10/2018,31/12/2020,Active,https://gtr.ukri.org:443/projects?ref=MR/R018456/1,151749.0
NERC,Faculty of Environment and Technology,DEVELOPING A DROUGHT NARRATIVE RESOURCE IN A MULTI-STAKEHOLDER DECISION-MAKING UTILITY FOR DROUGHT RISK MANAGEMENT,01/04/2014,31/12/2020,Active,https://gtr.ukri.org:443/projects?ref=NE/L01033X/1,1662831.0
BBSRC,Computing Sciences,Machine learning algorithms for detecting forged alcohol,01/10/2016,31/12/2020,Active,https://gtr.ukri.org:443/projects?ref=1786465,0.0
EPSRC,ATI Physics,Quantum Optimal control with superconducting qubits for quantum information processing.,03/07/2017,31/12/2020,Active,https://gtr.ukri.org:443/projects?ref=1911135,0.0
AHRC,Fac of Arts Creative Ind and Education,The Future of the Book,01/10/2017,31/12/2020,Active,https://gtr.ukri.org:443/projects?ref=1941201,0.0
NC3Rs,Clinical Neuroscience,A new Drosophila-based strategy to study mitochondrial transport and neuronal ageing in vivo.,03/05/2017,31/12/2020,Active,https://gtr.ukri.org:443/projects?ref=NC/N001753/2,158665.0
EPSRC,School of Chemistry,New Reagents for Protein Modification,01/07/2019,31/12/2020,Active,https://gtr.ukri.org:443/projects?ref=EP/S020799/1,195280.0
MRC,Psychology,9.2 The use of independent component and connectivity analyses to identify neural-biomarkers for ADHD and related psychopathology using cognitive-EEG,01/10/2016,31/12/2020,Active,https://gtr.ukri.org:443/projects?ref=1857305,0.0
BBSRC,Biochemistry,Functional Characterisation of insect nicotinic Acetylcholine Receptors,01/01/2018,31/12/2020,Active,https://gtr.ukri.org:443/projects?ref=BB/P021107/1,650907.0
EPSRC,Sch of Chemistry,Weak non-covalent interactions,01/10/2017,31/12/2020,Active,https://gtr.ukri.org:443/projects?ref=1940690,0.0
ESRC,"Sch of Law, Politics and Sociology",Criminal Cases Review Commission: Legal Aid and Legal Representatives,01/01/2019,31/12/2020,Active,https://gtr.ukri.org:443/projects?ref=ES/R008515/1,286781.0
EPSRC,Sch of Engineering and Physical Science,Low carbon jet fuel through integration of novel technologies for co-valorisation of CO2 and biomass,01/01/2016,31/12/2020,Active,https://gtr.ukri.org:443/projects?ref=EP/N009924/1,1800517.0
NERC,Biological Sciences,Hunger and knowledge: foraging decisions in an uncertain and social world,01/01/2018,31/12/2020,Active,https://gtr.ukri.org:443/projects?ref=NE/P012639/1,354987.0
BBSRC,Cambridge Institute for Medical Research,Defining the role of myosin motor proteins and their cargo adaptors in cytokine secretion,01/01/2018,31/12/2020,Active,https://gtr.ukri.org:443/projects?ref=BB/R001316/1,370698.0
EPSRC,WMG,ASSURE 2 - Advanced Steel Shaping Using Reduced Energy,01/01/2017,31/12/2020,Active,https://gtr.ukri.org:443/projects?ref=EP/P01206X/1,752407.0
EPSRC,Sch of Electronic Eng & Computer Science,PAMBAYESIAN: PAtient Managed decision-support using Bayesian networks,01/07/2017,31/12/2020,Active,https://gtr.ukri.org:443/projects?ref=EP/P009964/1,1538497.0
AHRC,Sch of Social and Political Science,Loyal Exchange: the material and visual culture of Jacobite exile 1716-60,01/10/2017,31/12/2020,Active,https://gtr.ukri.org:443/projects?ref=1904258,0.0
EPSRC,Sch of Engineering and Physical Science,A Unified Multiple Access Framework for Next Generation Mobile Networks By Removing Orthogonality (MANGO),01/08/2017,31/12/2020,Active,https://gtr.ukri.org:443/projects?ref=EP/P009670/1,328989.0
EPSRC,Electrical and Electronic Engineering,Real-time In-line Microstructural Engineering (RIME),01/07/2017,31/12/2020,Active,https://gtr.ukri.org:443/projects?ref=EP/P027237/1,511339.0
BBSRC,Astbury Centre,Stimulated Emission Depletion Microscopy (STED) for imaging at high resolution in the Biosciences,01/07/2019,31/12/2020,Active,https://gtr.ukri.org:443/projects?ref=BB/S019464/1,331277.0
ESRC,Politics,The 2019 Northern Ireland General Election Study,01/01/2020,31/12/2020,Active,https://gtr.ukri.org:443/projects?ref=ES/T015527/1,71522.0
EPSRC,Sch of Engineering and Physical Science,Next Generation Imaging using Sparse Single-Photon Data,01/07/2015,31/12/2020,Active,https://gtr.ukri.org:443/projects?ref=EP/N003446/1,1418013.0
ESRC,"Education, Practice & Society",Accountability for gender equality in education: Critical perspectives on an indicator framework for the SDGs,22/01/2018,31/12/2020,Active,https://gtr.ukri.org:443/projects?ref=ES/P005675/1,444439.0
BBSRC,Sch of Biosciences,An integrated cell and protein engineering approach to generate enhanced CHO cell platforms for manufacture of difficult to express biopharmaceuticals,01/01/2018,31/12/2020,Active,https://gtr.ukri.org:443/projects?ref=BB/R001731/1,342550.0
EPSRC,Physics,Interferometric biosensor based on guided-mode resonances,01/01/2018,31/12/2020,Active,https://gtr.ukri.org:443/projects?ref=2253223,0.0
AHRC,School of Arts and Humanities,The Social Worlds of Steel. Re-thinking Industrial History and Heritage,01/05/2019,31/12/2020,Active,https://gtr.ukri.org:443/projects?ref=AH/S00310X/1,182265.0
BBSRC,IBERS,Magnesium Network (MAG-NET): Integrating Soil-Crop-Animal Pathways to Improve Ruminant Health,01/04/2016,31/12/2020,Active,https://gtr.ukri.org:443/projects?ref=BB/N004272/1,112896.0
BBSRC,Physiology Development and Neuroscience,Multi modal imaging for the assessment of morphological changes in biological systems after chemical intervention,01/01/2017,31/12/2020,Active,https://gtr.ukri.org:443/projects?ref=BB/P504518/1,96696.0
BBSRC,Norwich Medical School,HDHL-Biomarkers: Fatty Acid Metabolism - Interlinking Diet with Cardiometabolic Health (FAME),01/05/2017,31/12/2020,Active,https://gtr.ukri.org:443/projects?ref=BB/P028233/1,119504.0
EPSRC,Research,Capital funding for Helical Tomography,01/04/2019,31/12/2020,Active,https://gtr.ukri.org:443/projects?ref=EP/T012013/1,5884413.0
EPSRC,Lancaster Inst for the Contemporary Arts,Chatty Factories,01/01/2018,31/12/2020,Active,https://gtr.ukri.org:443/projects?ref=2111760,0.0
MRC,Neuroscience,Neurotransmitter Systems and their role in Cognitive and Metabolic Reserve in Ageing,01/10/2016,31/12/2020,Active,https://gtr.ukri.org:443/projects?ref=1855722,0.0
BBSRC,Chemistry,Identification and characterization of cytochrome P450 enzymes critical to xenobiotic transformation in wildlife species (summary to follow),01/01/2017,31/12/2020,Active,https://gtr.ukri.org:443/projects?ref=1833407,0.0
MRC,Sch of Geosciences,&quot;The Island Effect: a sociopatial theory of health&quot;.,01/10/2017,31/12/2020,Active,https://gtr.ukri.org:443/projects?ref=2389232,0.0
STFC,School of Teacher Education and Dev,"Giving young people experiences of the curiosity, creativity and wonder of thinking like a physicist",01/03/2020,31/12/2020,Active,https://gtr.ukri.org:443/projects?ref=ST/T005564/1,13497.0
EPSRC,Chemical and Process Engineering,Ultrafast Laser Plasma Implantation- Seamless Integration of Functional Materials for Advanced Photonics,01/04/2015,31/12/2020,Active,https://gtr.ukri.org:443/projects?ref=EP/M015165/1,2484937.0
EPSRC,Physics,"Plasma kinetics, pre-heat, and the emergence of strong shocks in laser fusion",01/07/2017,31/12/2020,Active,https://gtr.ukri.org:443/projects?ref=EP/P026796/1,371408.0
BBSRC,Biological Sciences,Development of a novel platform that aids the identification of disease modifying biomolecules from plants,01/10/2016,31/12/2020,Active,https://gtr.ukri.org:443/projects?ref=BB/P504701/1,104696.0
EPSRC,Imaging & Biomedical Engineering,NPIF EPSRC CDT 2018 equipment funding King's College London,01/01/2020,31/12/2020,Active,https://gtr.ukri.org:443/projects?ref=EP/V518323/1,13333.0
EPSRC,Research,Capital funding for NMR,01/04/2019,31/12/2020,Active,https://gtr.ukri.org:443/projects?ref=EP/T012005/1,777840.0
NERC,Earth Sciences,Earth's weathering reactor: carbon source or sink over short and long time-scales?,13/07/2017,31/12/2020,Active,https://gtr.ukri.org:443/projects?ref=NE/P011659/1,554500.0
EPSRC,Inst for Science and Tech in Medicine,Combined Magneto-Optical and Fluorescence Lifetime Imaging Microscopy: Towards Cellular Level Magnetic Hyperthermia,01/02/2017,31/12/2020,Active,https://gtr.ukri.org:443/projects?ref=EP/P011403/1,808835.0
AHRC,Politics Philosophy Lang & Comms Studies,The Art of Disaster Risk Reduction: an arts-based approach to strengthening community and institutional capacity in Colombia,01/02/2019,31/12/2020,Active,https://gtr.ukri.org:443/projects?ref=AH/S005870/1,91220.0
EPSRC,Architecture and Civil Engineering,Healthy housing for the Displaced,01/05/2017,31/12/2020,Active,https://gtr.ukri.org:443/projects?ref=EP/P029175/1,1586595.0
NERC,Oxford Physics,CLouds and Aerosol Radiative Impacts and Forcing: Year 2016 (CLARIFY-2016),01/01/2016,31/12/2020,Active,https://gtr.ukri.org:443/projects?ref=NE/L01355X/1,508072.0
NERC,Earth Atmospheric and Env Sciences,SWAAMI (South West Asian Aerosol Monsoon Interactions),29/01/2015,31/12/2020,Active,https://gtr.ukri.org:443/projects?ref=NE/L013886/1,936688.0
MRC,Biology and Biochemistry,The rates and routes of transmission of multidrug resistant Klebsiella clones and genes into the clinic from environmental sources.,01/04/2017,31/12/2020,Active,https://gtr.ukri.org:443/projects?ref=MR/R00241X/1,405834.0
MRC,School of Medical Sciences,Insulin protects pancreatic acinar cells during pancreatitis,01/01/2017,31/12/2020,Active,https://gtr.ukri.org:443/projects?ref=MR/P00251X/1,576831.0
EPSRC,ATI Electronics,High Performance and Stable Perovskite Solar Cells Based on Vertically Aligned Carbon Nanotube Arrays,01/10/2018,31/12/2020,Active,https://gtr.ukri.org:443/projects?ref=EP/R043272/1,191364.0
EPSRC,Chemical Engineering and Biotechnology,COMPACT - Continuous Microsystem Production of Catalysts Technology,01/10/2015,31/12/2020,Active,https://gtr.ukri.org:443/projects?ref=EP/L020432/2,840509.0
BBSRC,Avian Oncogenic Viruses,UK-China partnership on Global Food Security: Combating avian tumor diseases for sustainable poultry production,01/01/2018,31/12/2020,Active,https://gtr.ukri.org:443/projects?ref=BB/R012865/1,389043.0
EPSRC,School of Computer Science,Leveraging the Multi-Stakeholder Nature of Cyber Security,01/04/2017,31/12/2020,Active,https://gtr.ukri.org:443/projects?ref=EP/P011918/1,770473.0
